Algo,num_cluster,card,visit_m,seed_g,limits_,dim,sig,ave,objval,bound,x,num_pts,data_points,distance_matrix,Pow_pts_size,distance_matrix_new,chosen,data_added
AdMST ,5,2,1,8888,"[1, 1]",2,0.1,0.5,0.322552519,0.322552519,"[1.0, -0.0, 0.0, 1.0, 0.0, 1.0, 1.0, -0.0, 1.0, -0.0]",10,[0.552158 0.376915; 0.634432 0.800673; 0.541523 0.456355; 0.522434 0.579066; 0.380415 0.647546; 0.545841 0.593848; 0.570258 0.368422; 0.556827 0.495262; 0.415319 0.502324; 0.520358 0.423279],[Inf 0.431671 0.0801493 0.204325 0.320526 0.217025 0.019994 0.118439 0.185614 0.0562222; 0.431671 Inf 0.356633 0.2483 0.296602 0.225 0.436989 0.315117 0.370166 0.394257; 0.0801493 0.356633 Inf 0.124187 0.250019 0.137561 0.0925098 0.0418082 0.134315 0.0392679; 0.204325 0.2483 0.124187 Inf 0.157667 0.027683 0.216005 0.0905872 0.131769 0.155801; 0.320526 0.296602 0.250019 0.157667 Inf 0.173923 0.337566 0.233049 0.149357 0.264347; 0.217025 0.225 0.137561 0.027683 0.173923 Inf 0.226745 0.0991966 0.159413 0.172462; 0.019994 0.436989 0.0925098 0.216005 0.337566 0.226745 Inf 0.127549 0.204784 0.0741583; 0.118439 0.315117 0.0418082 0.0905872 0.233049 0.0991966 0.127549 Inf 0.141684 0.0806935; 0.185614 0.370166 0.134315 0.131769 0.149357 0.159413 0.204784 0.141684 Inf 0.131458; 0.0562222 0.394257 0.0392679 0.155801 0.264347 0.172462 0.0741583 0.0806935 0.131458 Inf],1023,0,"Any[[0.552158, 0.376915], [0.522434, 0.579066], [0.545841, 0.593848], [0.570258, 0.368422], [0.415319, 0.502324]]",9_13_2
AdNNnew ,5,2,1,8888,"[1, 1]",2,0.1,0.5,0.556068074,0.556068074,"[0.0, 1.0, 0.0, 1.0, 1.0, -0.0, 1.0, -0.0, 1.0, -0.0]",10,[0.552158 0.376915; 0.634432 0.800673; 0.541523 0.456355; 0.522434 0.579066; 0.380415 0.647546; 0.545841 0.593848; 0.570258 0.368422; 0.556827 0.495262; 0.415319 0.502324; 0.520358 0.423279],[Inf 0.431671 0.0801493 0.204325 0.320526 0.217025 0.019994 0.118439 0.185614 0.0562222; 0.431671 Inf 0.356633 0.2483 0.296602 0.225 0.436989 0.315117 0.370166 0.394257; 0.0801493 0.356633 Inf 0.124187 0.250019 0.137561 0.0925098 0.0418082 0.134315 0.0392679; 0.204325 0.2483 0.124187 Inf 0.157667 0.027683 0.216005 0.0905872 0.131769 0.155801; 0.320526 0.296602 0.250019 0.157667 Inf 0.173923 0.337566 0.233049 0.149357 0.264347; 0.217025 0.225 0.137561 0.027683 0.173923 Inf 0.226745 0.0991966 0.159413 0.172462; 0.019994 0.436989 0.0925098 0.216005 0.337566 0.226745 Inf 0.127549 0.204784 0.0741583; 0.118439 0.315117 0.0418082 0.0905872 0.233049 0.0991966 0.127549 Inf 0.141684 0.0806935; 0.185614 0.370166 0.134315 0.131769 0.149357 0.159413 0.204784 0.141684 Inf 0.131458; 0.0562222 0.394257 0.0392679 0.155801 0.264347 0.172462 0.0741583 0.0806935 0.131458 Inf],1023,0,"Any[[0.634432, 0.800673], [0.522434, 0.579066], [0.380415, 0.647546], [0.570258, 0.368422], [0.415319, 0.502324]]",9_13_2
AdMST ,5,2,1,8888,"[1, 1]",2,0.1,0.5,0.322552519,0.322552519,"[1.0, -0.0, 0.0, 1.0, 0.0, 1.0, 1.0, -0.0, 1.0, -0.0]",10,[0.552158 0.376915; 0.634432 0.800673; 0.541523 0.456355; 0.522434 0.579066; 0.380415 0.647546; 0.545841 0.593848; 0.570258 0.368422; 0.556827 0.495262; 0.415319 0.502324; 0.520358 0.423279],[Inf 0.431671 0.0801493 0.204325 0.320526 0.217025 0.019994 0.118439 0.185614 0.0562222; 0.431671 Inf 0.356633 0.2483 0.296602 0.225 0.436989 0.315117 0.370166 0.394257; 0.0801493 0.356633 Inf 0.124187 0.250019 0.137561 0.0925098 0.0418082 0.134315 0.0392679; 0.204325 0.2483 0.124187 Inf 0.157667 0.027683 0.216005 0.0905872 0.131769 0.155801; 0.320526 0.296602 0.250019 0.157667 Inf 0.173923 0.337566 0.233049 0.149357 0.264347; 0.217025 0.225 0.137561 0.027683 0.173923 Inf 0.226745 0.0991966 0.159413 0.172462; 0.019994 0.436989 0.0925098 0.216005 0.337566 0.226745 Inf 0.127549 0.204784 0.0741583; 0.118439 0.315117 0.0418082 0.0905872 0.233049 0.0991966 0.127549 Inf 0.141684 0.0806935; 0.185614 0.370166 0.134315 0.131769 0.149357 0.159413 0.204784 0.141684 Inf 0.131458; 0.0562222 0.394257 0.0392679 0.155801 0.264347 0.172462 0.0741583 0.0806935 0.131458 Inf],1023,0,"Any[[0.552158, 0.376915], [0.522434, 0.579066], [0.545841, 0.593848], [0.570258, 0.368422], [0.415319, 0.502324]]",9_13_2
AdGTSP ,5,2,1,8888,"[1, 1]",2,0.1,0.5,2.223911402,2.223911402,"[0.0, 1.0, 1.0, -0.0, 1.0, -0.0, 0.0, 1.0, 1.0, -0.0, 1.0]",10,[0.552158 0.376915; 0.634432 0.800673; 0.541523 0.456355; 0.522434 0.579066; 0.380415 0.647546; 0.545841 0.593848; 0.570258 0.368422; 0.556827 0.495262; 0.415319 0.502324; 0.520358 0.423279],[Inf 0.431671 0.0801493 0.204325 0.320526 0.217025 0.019994 0.118439 0.185614 0.0562222 0.668538; 0.431671 Inf 0.356633 0.2483 0.296602 0.225 0.436989 0.315117 0.370166 0.394257 1.02156; 0.0801493 0.356633 Inf 0.124187 0.250019 0.137561 0.0925098 0.0418082 0.134315 0.0392679 0.708172; 0.204325 0.2483 0.124187 Inf 0.157667 0.027683 0.216005 0.0905872 0.131769 0.155801 0.779907; 0.320526 0.296602 0.250019 0.157667 Inf 0.173923 0.337566 0.233049 0.149357 0.264347 0.75102; 0.217025 0.225 0.137561 0.027683 0.173923 Inf 0.226745 0.0991966 0.159413 0.172462 0.806596; 0.019994 0.436989 0.0925098 0.216005 0.337566 0.226745 Inf 0.127549 0.204784 0.0741583 0.678918; 0.118439 0.315117 0.0418082 0.0905872 0.233049 0.0991966 0.127549 Inf 0.141684 0.0806935 0.745212; 0.185614 0.370166 0.134315 0.131769 0.149357 0.159413 0.204784 0.141684 Inf 0.131458 0.651782; 0.0562222 0.394257 0.0392679 0.155801 0.264347 0.172462 0.0741583 0.0806935 0.131458 Inf 0.670774; 0.668538 1.02156 0.708172 0.779907 0.75102 0.806596 0.678918 0.745212 0.651782 0.670774 Inf],1023,[Inf 0.431671 0.0801493 0.204325 0.320526 0.217025 0.019994 0.118439 0.185614 0.0562222 0.668538; 0.431671 Inf 0.356633 0.2483 0.296602 0.225 0.436989 0.315117 0.370166 0.394257 1.02156; 0.0801493 0.356633 Inf 0.124187 0.250019 0.137561 0.0925098 0.0418082 0.134315 0.0392679 0.708172; 0.204325 0.2483 0.124187 Inf 0.157667 0.027683 0.216005 0.0905872 0.131769 0.155801 0.779907; 0.320526 0.296602 0.250019 0.157667 Inf 0.173923 0.337566 0.233049 0.149357 0.264347 0.75102; 0.217025 0.225 0.137561 0.027683 0.173923 Inf 0.226745 0.0991966 0.159413 0.172462 0.806596; 0.019994 0.436989 0.0925098 0.216005 0.337566 0.226745 Inf 0.127549 0.204784 0.0741583 0.678918; 0.118439 0.315117 0.0418082 0.0905872 0.233049 0.0991966 0.127549 Inf 0.141684 0.0806935 0.745212; 0.185614 0.370166 0.134315 0.131769 0.149357 0.159413 0.204784 0.141684 Inf 0.131458 0.651782; 0.0562222 0.394257 0.0392679 0.155801 0.264347 0.172462 0.0741583 0.0806935 0.131458 Inf 0.670774; 0.668538 1.02156 0.708172 0.779907 0.75102 0.806596 0.678918 0.745212 0.651782 0.670774 Inf],"Any[[0.634432, 0.800673], [0.541523, 0.456355], [0.380415, 0.647546], [0.556827, 0.495262], [0.415319, 0.502324]]",9_13_2
AdNNnew ,5,2,1,8888,"[1, 1]",2,0.1,0.5,0.556068074,0.556068074,"[0.0, 1.0, 0.0, 1.0, 1.0, -0.0, 1.0, -0.0, 1.0, -0.0]",10,[0.552158 0.376915; 0.634432 0.800673; 0.541523 0.456355; 0.522434 0.579066; 0.380415 0.647546; 0.545841 0.593848; 0.570258 0.368422; 0.556827 0.495262; 0.415319 0.502324; 0.520358 0.423279],[Inf 0.431671 0.0801493 0.204325 0.320526 0.217025 0.019994 0.118439 0.185614 0.0562222; 0.431671 Inf 0.356633 0.2483 0.296602 0.225 0.436989 0.315117 0.370166 0.394257; 0.0801493 0.356633 Inf 0.124187 0.250019 0.137561 0.0925098 0.0418082 0.134315 0.0392679; 0.204325 0.2483 0.124187 Inf 0.157667 0.027683 0.216005 0.0905872 0.131769 0.155801; 0.320526 0.296602 0.250019 0.157667 Inf 0.173923 0.337566 0.233049 0.149357 0.264347; 0.217025 0.225 0.137561 0.027683 0.173923 Inf 0.226745 0.0991966 0.159413 0.172462; 0.019994 0.436989 0.0925098 0.216005 0.337566 0.226745 Inf 0.127549 0.204784 0.0741583; 0.118439 0.315117 0.0418082 0.0905872 0.233049 0.0991966 0.127549 Inf 0.141684 0.0806935; 0.185614 0.370166 0.134315 0.131769 0.149357 0.159413 0.204784 0.141684 Inf 0.131458; 0.0562222 0.394257 0.0392679 0.155801 0.264347 0.172462 0.0741583 0.0806935 0.131458 Inf],1023,0,"Any[[0.634432, 0.800673], [0.522434, 0.579066], [0.380415, 0.647546], [0.570258, 0.368422], [0.415319, 0.502324]]",9_13_2
AdGTSP ,5,2,1,8888,"[1, 1]",2,0.1,0.5,2.223911402,2.223911402,"[0.0, 1.0, 1.0, -0.0, 1.0, -0.0, 0.0, 1.0, 1.0, -0.0, 1.0]",10,[0.552158 0.376915; 0.634432 0.800673; 0.541523 0.456355; 0.522434 0.579066; 0.380415 0.647546; 0.545841 0.593848; 0.570258 0.368422; 0.556827 0.495262; 0.415319 0.502324; 0.520358 0.423279],[Inf 0.431671 0.0801493 0.204325 0.320526 0.217025 0.019994 0.118439 0.185614 0.0562222 0.668538; 0.431671 Inf 0.356633 0.2483 0.296602 0.225 0.436989 0.315117 0.370166 0.394257 1.02156; 0.0801493 0.356633 Inf 0.124187 0.250019 0.137561 0.0925098 0.0418082 0.134315 0.0392679 0.708172; 0.204325 0.2483 0.124187 Inf 0.157667 0.027683 0.216005 0.0905872 0.131769 0.155801 0.779907; 0.320526 0.296602 0.250019 0.157667 Inf 0.173923 0.337566 0.233049 0.149357 0.264347 0.75102; 0.217025 0.225 0.137561 0.027683 0.173923 Inf 0.226745 0.0991966 0.159413 0.172462 0.806596; 0.019994 0.436989 0.0925098 0.216005 0.337566 0.226745 Inf 0.127549 0.204784 0.0741583 0.678918; 0.118439 0.315117 0.0418082 0.0905872 0.233049 0.0991966 0.127549 Inf 0.141684 0.0806935 0.745212; 0.185614 0.370166 0.134315 0.131769 0.149357 0.159413 0.204784 0.141684 Inf 0.131458 0.651782; 0.0562222 0.394257 0.0392679 0.155801 0.264347 0.172462 0.0741583 0.0806935 0.131458 Inf 0.670774; 0.668538 1.02156 0.708172 0.779907 0.75102 0.806596 0.678918 0.745212 0.651782 0.670774 Inf],1023,[Inf 0.431671 0.0801493 0.204325 0.320526 0.217025 0.019994 0.118439 0.185614 0.0562222 0.668538; 0.431671 Inf 0.356633 0.2483 0.296602 0.225 0.436989 0.315117 0.370166 0.394257 1.02156; 0.0801493 0.356633 Inf 0.124187 0.250019 0.137561 0.0925098 0.0418082 0.134315 0.0392679 0.708172; 0.204325 0.2483 0.124187 Inf 0.157667 0.027683 0.216005 0.0905872 0.131769 0.155801 0.779907; 0.320526 0.296602 0.250019 0.157667 Inf 0.173923 0.337566 0.233049 0.149357 0.264347 0.75102; 0.217025 0.225 0.137561 0.027683 0.173923 Inf 0.226745 0.0991966 0.159413 0.172462 0.806596; 0.019994 0.436989 0.0925098 0.216005 0.337566 0.226745 Inf 0.127549 0.204784 0.0741583 0.678918; 0.118439 0.315117 0.0418082 0.0905872 0.233049 0.0991966 0.127549 Inf 0.141684 0.0806935 0.745212; 0.185614 0.370166 0.134315 0.131769 0.149357 0.159413 0.204784 0.141684 Inf 0.131458 0.651782; 0.0562222 0.394257 0.0392679 0.155801 0.264347 0.172462 0.0741583 0.0806935 0.131458 Inf 0.670774; 0.668538 1.02156 0.708172 0.779907 0.75102 0.806596 0.678918 0.745212 0.651782 0.670774 Inf],"Any[[0.634432, 0.800673], [0.541523, 0.456355], [0.380415, 0.647546], [0.556827, 0.495262], [0.415319, 0.502324]]",9_13_2
AdMST ,4,3,1,9999,"[1, 1]",2,0.1,0.5,0.298170004,0.298170004,"[1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0]",12,[0.50734 0.411867; 0.568859 0.447677; 0.60813 0.574727; 0.50873 0.562172; 0.40952 0.623599; 0.60726 0.602324; 0.479822 0.444367; 0.551946 0.485172; 0.50979 0.540138; 0.591931 0.521191; 0.425445 0.502067; 0.427619 0.474294],[Inf 0.0711826 0.191525 0.150312 0.233237 0.215076 0.0425849 0.0858103 0.128295 0.138229 0.121831 0.101255; 0.0711826 Inf 0.132981 0.129325 0.237356 0.159344 0.0890987 0.0411335 0.10972 0.0770497 0.153381 0.143726; 0.191525 0.132981 Inf 0.10019 0.204535 0.027611 0.182912 0.10572 0.104246 0.055933 0.196604 0.206569; 0.150312 0.129325 0.10019 Inf 0.116687 0.106397 0.121301 0.088299 0.0220598 0.0927459 0.102709 0.119589; 0.233237 0.237356 0.204535 0.116687 Inf 0.198881 0.192527 0.198614 0.13046 0.209191 0.122572 0.150398; 0.215076 0.159344 0.027611 0.106397 0.198881 Inf 0.202955 0.129554 0.115618 0.0825685 0.207625 0.220595; 0.0425849 0.0890987 0.182912 0.121301 0.192527 0.202955 Inf 0.0828674 0.100351 0.135905 0.0792849 0.0601728; 0.0858103 0.0411335 0.10572 0.088299 0.198614 0.129554 0.0828674 Inf 0.0692709 0.0538153 0.127624 0.124802; 0.128295 0.10972 0.104246 0.0220598 0.13046 0.115618 0.100351 0.0692709 Inf 0.0842977 0.0925389 0.105297; 0.138229 0.0770497 0.055933 0.0927459 0.209191 0.0825685 0.135905 0.0538153 0.0842977 Inf 0.16758 0.170873; 0.121831 0.153381 0.196604 0.102709 0.122572 0.207625 0.0792849 0.127624 0.0925389 0.16758 Inf 0.0278574; 0.101255 0.143726 0.206569 0.119589 0.150398 0.220595 0.0601728 0.124802 0.105297 0.170873 0.0278574 Inf],4095,0,"Any[[0.50734, 0.411867], [0.50873, 0.562172], [0.50979, 0.540138], [0.591931, 0.521191]]",9_13_2
AdNNnew ,4,3,1,9999,"[1, 1]",2,0.1,0.5,0.287052,0.287052,"[1.0, 0.0, -0.0, 0.0, 1.0, -0.0, 0.0, 1.0, -0.0, 1.0, -0.0, -0.0]",12,[0.50734 0.411867; 0.568859 0.447677; 0.60813 0.574727; 0.50873 0.562172; 0.40952 0.623599; 0.60726 0.602324; 0.479822 0.444367; 0.551946 0.485172; 0.50979 0.540138; 0.591931 0.521191; 0.425445 0.502067; 0.427619 0.474294],[Inf 0.0711826 0.191525 0.150312 0.233237 0.215076 0.0425849 0.0858103 0.128295 0.138229 0.121831 0.101255; 0.0711826 Inf 0.132981 0.129325 0.237356 0.159344 0.0890987 0.0411335 0.10972 0.0770497 0.153381 0.143726; 0.191525 0.132981 Inf 0.10019 0.204535 0.027611 0.182912 0.10572 0.104246 0.055933 0.196604 0.206569; 0.150312 0.129325 0.10019 Inf 0.116687 0.106397 0.121301 0.088299 0.0220598 0.0927459 0.102709 0.119589; 0.233237 0.237356 0.204535 0.116687 Inf 0.198881 0.192527 0.198614 0.13046 0.209191 0.122572 0.150398; 0.215076 0.159344 0.027611 0.106397 0.198881 Inf 0.202955 0.129554 0.115618 0.0825685 0.207625 0.220595; 0.0425849 0.0890987 0.182912 0.121301 0.192527 0.202955 Inf 0.0828674 0.100351 0.135905 0.0792849 0.0601728; 0.0858103 0.0411335 0.10572 0.088299 0.198614 0.129554 0.0828674 Inf 0.0692709 0.0538153 0.127624 0.124802; 0.128295 0.10972 0.104246 0.0220598 0.13046 0.115618 0.100351 0.0692709 Inf 0.0842977 0.0925389 0.105297; 0.138229 0.0770497 0.055933 0.0927459 0.209191 0.0825685 0.135905 0.0538153 0.0842977 Inf 0.16758 0.170873; 0.121831 0.153381 0.196604 0.102709 0.122572 0.207625 0.0792849 0.127624 0.0925389 0.16758 Inf 0.0278574; 0.101255 0.143726 0.206569 0.119589 0.150398 0.220595 0.0601728 0.124802 0.105297 0.170873 0.0278574 Inf],4095,0,"Any[[0.50734, 0.411867], [0.40952, 0.623599], [0.551946, 0.485172], [0.591931, 0.521191]]",9_13_2
AdGTSP ,4,3,1,9999,"[1, 1]",2,0.1,0.5,1.904021384,1.904021384,"[-0.0, -0.0, 1.0, -0.0, -0.0, 1.0, -0.0, 1.0, -0.0, 1.0, -0.0, -0.0, 1.0]",12,[0.50734 0.411867; 0.568859 0.447677; 0.60813 0.574727; 0.50873 0.562172; 0.40952 0.623599; 0.60726 0.602324; 0.479822 0.444367; 0.551946 0.485172; 0.50979 0.540138; 0.591931 0.521191; 0.425445 0.502067; 0.427619 0.474294],[Inf 0.0711826 0.191525 0.150312 0.233237 0.215076 0.0425849 0.0858103 0.128295 0.138229 0.121831 0.101255 0.653474; 0.0711826 Inf 0.132981 0.129325 0.237356 0.159344 0.0890987 0.0411335 0.10972 0.0770497 0.153381 0.143726 0.723889; 0.191525 0.132981 Inf 0.10019 0.204535 0.027611 0.182912 0.10572 0.104246 0.055933 0.196604 0.206569 0.83674; 0.150312 0.129325 0.10019 Inf 0.116687 0.106397 0.121301 0.088299 0.0220598 0.0927459 0.102709 0.119589 0.758185; 0.233237 0.237356 0.204535 0.116687 Inf 0.198881 0.192527 0.198614 0.13046 0.209191 0.122572 0.150398 0.746045; 0.215076 0.159344 0.027611 0.106397 0.198881 Inf 0.202955 0.129554 0.115618 0.0825685 0.207625 0.220595 0.855312; 0.0425849 0.0890987 0.182912 0.121301 0.192527 0.202955 Inf 0.0828674 0.100351 0.135905 0.0792849 0.0601728 0.653981; 0.0858103 0.0411335 0.10572 0.088299 0.198614 0.129554 0.0828674 Inf 0.0692709 0.0538153 0.127624 0.124802 0.734872; 0.128295 0.10972 0.104246 0.0220598 0.13046 0.115618 0.100351 0.0692709 Inf 0.0842977 0.0925389 0.105297 0.742721; 0.138229 0.0770497 0.055933 0.0927459 0.209191 0.0825685 0.135905 0.0538153 0.0842977 Inf 0.16758 0.170873 0.788684; 0.121831 0.153381 0.196604 0.102709 0.122572 0.207625 0.0792849 0.127624 0.0925389 0.16758 Inf 0.0278574 0.658084; 0.101255 0.143726 0.206569 0.119589 0.150398 0.220595 0.0601728 0.124802 0.105297 0.170873 0.0278574 Inf 0.638603; 0.653474 0.723889 0.83674 0.758185 0.746045 0.855312 0.653981 0.734872 0.742721 0.788684 0.658084 0.638603 Inf],4095,[Inf 0.0711826 0.191525 0.150312 0.233237 0.215076 0.0425849 0.0858103 0.128295 0.138229 0.121831 0.101255 0.653474; 0.0711826 Inf 0.132981 0.129325 0.237356 0.159344 0.0890987 0.0411335 0.10972 0.0770497 0.153381 0.143726 0.723889; 0.191525 0.132981 Inf 0.10019 0.204535 0.027611 0.182912 0.10572 0.104246 0.055933 0.196604 0.206569 0.83674; 0.150312 0.129325 0.10019 Inf 0.116687 0.106397 0.121301 0.088299 0.0220598 0.0927459 0.102709 0.119589 0.758185; 0.233237 0.237356 0.204535 0.116687 Inf 0.198881 0.192527 0.198614 0.13046 0.209191 0.122572 0.150398 0.746045; 0.215076 0.159344 0.027611 0.106397 0.198881 Inf 0.202955 0.129554 0.115618 0.0825685 0.207625 0.220595 0.855312; 0.0425849 0.0890987 0.182912 0.121301 0.192527 0.202955 Inf 0.0828674 0.100351 0.135905 0.0792849 0.0601728 0.653981; 0.0858103 0.0411335 0.10572 0.088299 0.198614 0.129554 0.0828674 Inf 0.0692709 0.0538153 0.127624 0.124802 0.734872; 0.128295 0.10972 0.104246 0.0220598 0.13046 0.115618 0.100351 0.0692709 Inf 0.0842977 0.0925389 0.105297 0.742721; 0.138229 0.0770497 0.055933 0.0927459 0.209191 0.0825685 0.135905 0.0538153 0.0842977 Inf 0.16758 0.170873 0.788684; 0.121831 0.153381 0.196604 0.102709 0.122572 0.207625 0.0792849 0.127624 0.0925389 0.16758 Inf 0.0278574 0.658084; 0.101255 0.143726 0.206569 0.119589 0.150398 0.220595 0.0601728 0.124802 0.105297 0.170873 0.0278574 Inf 0.638603; 0.653474 0.723889 0.83674 0.758185 0.746045 0.855312 0.653981 0.734872 0.742721 0.788684 0.658084 0.638603 Inf],"Any[[0.60813, 0.574727], [0.60726, 0.602324], [0.551946, 0.485172], [0.591931, 0.521191]]",9_13_2
AdMST ,5,2,1,9999,"[1, 1]",2,0.1,0.5,0.242947955,0.242947955,"[1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0]",10,[0.50734 0.411867; 0.568859 0.447677; 0.60813 0.574727; 0.50873 0.562172; 0.40952 0.623599; 0.60726 0.602324; 0.479822 0.444367; 0.551946 0.485172; 0.50979 0.540138; 0.591931 0.521191],[Inf 0.0711826 0.191525 0.150312 0.233237 0.215076 0.0425849 0.0858103 0.128295 0.138229; 0.0711826 Inf 0.132981 0.129325 0.237356 0.159344 0.0890987 0.0411335 0.10972 0.0770497; 0.191525 0.132981 Inf 0.10019 0.204535 0.027611 0.182912 0.10572 0.104246 0.055933; 0.150312 0.129325 0.10019 Inf 0.116687 0.106397 0.121301 0.088299 0.0220598 0.0927459; 0.233237 0.237356 0.204535 0.116687 Inf 0.198881 0.192527 0.198614 0.13046 0.209191; 0.215076 0.159344 0.027611 0.106397 0.198881 Inf 0.202955 0.129554 0.115618 0.0825685; 0.0425849 0.0890987 0.182912 0.121301 0.192527 0.202955 Inf 0.0828674 0.100351 0.135905; 0.0858103 0.0411335 0.10572 0.088299 0.198614 0.129554 0.0828674 Inf 0.0692709 0.0538153; 0.128295 0.10972 0.104246 0.0220598 0.13046 0.115618 0.100351 0.0692709 Inf 0.0842977; 0.138229 0.0770497 0.055933 0.0927459 0.209191 0.0825685 0.135905 0.0538153 0.0842977 Inf],1023,0,"Any[[0.50734, 0.411867], [0.50873, 0.562172], [0.40952, 0.623599], [0.479822, 0.444367], [0.50979, 0.540138]]",9_13_2
AdNNnew ,5,2,1,9999,"[1, 1]",2,0.1,0.5,0.314763306,0.314763306,"[1.0, -0.0, 1.0, -0.0, 1.0, -0.0, 0.0, 1.0, 0.0, 1.0]",10,[0.50734 0.411867; 0.568859 0.447677; 0.60813 0.574727; 0.50873 0.562172; 0.40952 0.623599; 0.60726 0.602324; 0.479822 0.444367; 0.551946 0.485172; 0.50979 0.540138; 0.591931 0.521191],[Inf 0.0711826 0.191525 0.150312 0.233237 0.215076 0.0425849 0.0858103 0.128295 0.138229; 0.0711826 Inf 0.132981 0.129325 0.237356 0.159344 0.0890987 0.0411335 0.10972 0.0770497; 0.191525 0.132981 Inf 0.10019 0.204535 0.027611 0.182912 0.10572 0.104246 0.055933; 0.150312 0.129325 0.10019 Inf 0.116687 0.106397 0.121301 0.088299 0.0220598 0.0927459; 0.233237 0.237356 0.204535 0.116687 Inf 0.198881 0.192527 0.198614 0.13046 0.209191; 0.215076 0.159344 0.027611 0.106397 0.198881 Inf 0.202955 0.129554 0.115618 0.0825685; 0.0425849 0.0890987 0.182912 0.121301 0.192527 0.202955 Inf 0.0828674 0.100351 0.135905; 0.0858103 0.0411335 0.10572 0.088299 0.198614 0.129554 0.0828674 Inf 0.0692709 0.0538153; 0.128295 0.10972 0.104246 0.0220598 0.13046 0.115618 0.100351 0.0692709 Inf 0.0842977; 0.138229 0.0770497 0.055933 0.0927459 0.209191 0.0825685 0.135905 0.0538153 0.0842977 Inf],1023,0,"Any[[0.50734, 0.411867], [0.60813, 0.574727], [0.40952, 0.623599], [0.551946, 0.485172], [0.591931, 0.521191]]",9_13_2
AdGTSP ,5,2,1,9999,"[1, 1]",2,0.1,0.5,1.857140219,1.857140219,"[0.0, 1.0, 0.0, 1.0, 1.0, -0.0, 0.0, 1.0, 1.0, -0.0, 1.0]",10,[0.50734 0.411867; 0.568859 0.447677; 0.60813 0.574727; 0.50873 0.562172; 0.40952 0.623599; 0.60726 0.602324; 0.479822 0.444367; 0.551946 0.485172; 0.50979 0.540138; 0.591931 0.521191],[Inf 0.0711826 0.191525 0.150312 0.233237 0.215076 0.0425849 0.0858103 0.128295 0.138229 0.653474; 0.0711826 Inf 0.132981 0.129325 0.237356 0.159344 0.0890987 0.0411335 0.10972 0.0770497 0.723889; 0.191525 0.132981 Inf 0.10019 0.204535 0.027611 0.182912 0.10572 0.104246 0.055933 0.83674; 0.150312 0.129325 0.10019 Inf 0.116687 0.106397 0.121301 0.088299 0.0220598 0.0927459 0.758185; 0.233237 0.237356 0.204535 0.116687 Inf 0.198881 0.192527 0.198614 0.13046 0.209191 0.746045; 0.215076 0.159344 0.027611 0.106397 0.198881 Inf 0.202955 0.129554 0.115618 0.0825685 0.855312; 0.0425849 0.0890987 0.182912 0.121301 0.192527 0.202955 Inf 0.0828674 0.100351 0.135905 0.653981; 0.0858103 0.0411335 0.10572 0.088299 0.198614 0.129554 0.0828674 Inf 0.0692709 0.0538153 0.734872; 0.128295 0.10972 0.104246 0.0220598 0.13046 0.115618 0.100351 0.0692709 Inf 0.0842977 0.742721; 0.138229 0.0770497 0.055933 0.0927459 0.209191 0.0825685 0.135905 0.0538153 0.0842977 Inf 0.788684; 0.653474 0.723889 0.83674 0.758185 0.746045 0.855312 0.653981 0.734872 0.742721 0.788684 Inf],1023,[Inf 0.0711826 0.191525 0.150312 0.233237 0.215076 0.0425849 0.0858103 0.128295 0.138229 0.653474; 0.0711826 Inf 0.132981 0.129325 0.237356 0.159344 0.0890987 0.0411335 0.10972 0.0770497 0.723889; 0.191525 0.132981 Inf 0.10019 0.204535 0.027611 0.182912 0.10572 0.104246 0.055933 0.83674; 0.150312 0.129325 0.10019 Inf 0.116687 0.106397 0.121301 0.088299 0.0220598 0.0927459 0.758185; 0.233237 0.237356 0.204535 0.116687 Inf 0.198881 0.192527 0.198614 0.13046 0.209191 0.746045; 0.215076 0.159344 0.027611 0.106397 0.198881 Inf 0.202955 0.129554 0.115618 0.0825685 0.855312; 0.0425849 0.0890987 0.182912 0.121301 0.192527 0.202955 Inf 0.0828674 0.100351 0.135905 0.653981; 0.0858103 0.0411335 0.10572 0.088299 0.198614 0.129554 0.0828674 Inf 0.0692709 0.0538153 0.734872; 0.128295 0.10972 0.104246 0.0220598 0.13046 0.115618 0.100351 0.0692709 Inf 0.0842977 0.742721; 0.138229 0.0770497 0.055933 0.0927459 0.209191 0.0825685 0.135905 0.0538153 0.0842977 Inf 0.788684; 0.653474 0.723889 0.83674 0.758185 0.746045 0.855312 0.653981 0.734872 0.742721 0.788684 Inf],"Any[[0.568859, 0.447677], [0.50873, 0.562172], [0.40952, 0.623599], [0.551946, 0.485172], [0.50979, 0.540138]]",9_13_2
